region,lag_days,n_events,mean_chl_anomaly,p_value,significant,corr_with_magnitude,corr_p_value
KI - E,83,16,0.10629542322518923,0.06975061382165411,False,-0.32647058823529407,0.2171594905792295
KI - E,84,16,0.1287593397932748,0.09500347143611848,False,-0.36764705882352944,0.1612323576755899
KI - E,85,16,0.13135470884541672,0.08521917804684513,False,-0.3852941176470588,0.1405441773736763
KI - E,86,16,0.1252445460918049,0.10152108667207933,False,-0.4382352941176471,0.08953003199187995
KI - E,87,16,0.12509822561405598,0.12737789417293735,False,-0.4911764705882353,0.053350435677943356
KI - E,88,16,0.09917662415343029,0.23681058657746426,False,-0.5088235294117647,0.04413521823498383
KI - E,89,16,0.09730058070272206,0.319023852185348,False,-0.4088235294117647,0.11588783814878352
KI - E,90,16,0.12621573920672138,0.20918089399620723,False,-0.4294117647058823,0.09693648522272379
KI - W,0,17,0.11340987445781381,0.08266157043088378,False,0.13725490196078433,0.5993690521648235
KI - W,1,17,0.09668797908105606,0.06458047710695197,False,0.13970588235294118,0.5928010818860754
KI - W,2,17,0.07690697239831887,0.1292993105867842,False,0.17647058823529413,0.49806765732373415
KI - W,3,17,0.07280306449102592,0.1728013392376069,False,0.22058823529411767,0.3948890883363402
KI - W,4,17,0.06431784857095794,0.22319047703204536,False,0.26715686274509803,0.2999179120959026
KI - W,5,17,0.04986424196292377,0.3028347300424955,False,0.23529411764705882,0.363295114375383
KI - W,6,17,0.0486469449052791,0.36087935934548276,False,0.22303921568627455,0.3895228783967918
KI - W,7,17,0.038934548311874685,0.3960072686259769,False,0.029411764705882353,0.9107803991169198
KI - W,8,17,0.055857055452691456,0.2184247799764314,False,0.12254901960784316,0.639378272107459
KI - W,9,17,0.06125786501903832,0.13092995791377232,False,0.07598039215686275,0.7719448512425434
KI - W,10,17,0.06612819024369501,0.11035577478287405,False,0.01715686274509804,0.947890881823222
KI - W,11,17,0.07035000603280821,0.11093488718361601,False,0.009803921568627453,0.9702105713958575
KI - W,12,17,0.07168010901294505,0.14311841131018932,False,-0.012254901960784315,0.9627675753886973
KI - W,13,17,0.05837366647120955,0.19651497218314834,False,0.002450980392156863,0.992551188788469
KI - W,14,17,0.059910699420449506,0.20121330549697497,False,-0.09313725490196079,0.7221860910253712
KI - W,15,17,0.045713644326568034,0.13612659131616808,False,-0.16421568627450983,0.5288225629141268
KI - W,16,17,0.041930958209168055,0.14124905236537097,False,-0.14705882352941177,0.5732772908660002
